prev_log,curr_log,next_log,label
"successfully created rt/fmu/out/manual_control_setpoint data writer, topic id: 141","successfully created rt/fmu/out/position_setpoint_triplet data writer, topic id: 180","successfully created rt/fmu/out/sensor_combined data writer, topic id: 203",0
"successfully created rt/fmu/out/vehicle_status data writer, topic id: 266","successfully created rt/fmu/out/distance_sensor data writer, topic id: 42","successfully created rt/fmu/out/sensor_optical_flow data writer, topic id: 212",0
"successfully created rt/fmu/out/sensor_optical_flow data writer, topic id: 212","successfully created rt/fmu/out/vehicle_optical_flow data writer, topic id: 262","successfully created rt/fmu/out/vehicle_optical_flow_vel data writer, topic id: 263",0
time sync converged,Preflight Fail: height estimate error,Preflight Fail: Kill switch engaged,0
"successfully created rt/fmu/out/vehicle_local_position_setpoint data writer, topic id: 258",time sync converged,Preflight Fail: height estimate error,0
RTT too high for timesync: 13 ms,Armed by external command,Start file log (type: full),0
RTT too high for timesync: 19 ms,Armed by external command,Start file log (type: full),0
RTT too high for timesync: 11 ms,RTT too high for timesync: 13 ms,RTT too high for timesync: 14 ms,0
RTT too high for timesync: 15 ms,RTT too high for timesync: 18 ms,RTT too high for timesync: 13 ms,0
parameter export to /fs/mtd_params failed (-1) attempt 1,parameter export to /fs/mtd_params failed (-1) attempt 2,parameter export to /fs/mtd_params failed (-1) attempt 3,1
parameter export to /fs/mtd_params failed (-1) attempt 1,parameter export to /fs/mtd_params failed (-1) attempt 2,parameter export to /fs/mtd_params failed (-1) attempt 3,1
RTT too high for timesync: 13 ms,RTT too high for timesync: 17 ms,RTT too high for timesync: 14 ms,0
RTT too high for timesync: 19 ms,RTT too high for timesync: 13 ms,RTT too high for timesync: 15 ms,0
RTT too high for timesync: 12 ms,RTT too high for timesync: 13 ms,RTT too high for timesync: 19 ms,0
parameter export to /fs/mtd_params failed (-1) attempt 1,parameter export to /fs/mtd_params failed (-1) attempt 2,parameter export to /fs/mtd_params failed (-1) attempt 3,1
[logger] /fs/microsd/log/2025-07-09/19_48_26.ulg,Opened full log file: /fs/microsd/log/2025-07-09/19_48_26.ulg,RTT too high for timesync: 16 ms,0
RTT too high for timesync: 14 ms,RTT too high for timesync: 11 ms,RTT too high for timesync: 19 ms,0
[logger] /fs/microsd/log/2025-07-09/19_45_29.ulg,Opened full log file: /fs/microsd/log/2025-07-09/19_45_29.ulg,RTT too high for timesync: 12 ms,0
param export failed (-1),"param auto save unavailable (-1), retrying..",parameter export to /fs/mtd_params failed (-1) attempt 1,0
Opened full log file: /fs/microsd/log/2025-08-06/22_36_22.ulg,Takeoff detected,Preflight Fail: Attitude failure (roll),0
Disarmed by external command,parameter export to /fs/mtd_params failed (-1) attempt 1,parameter export to /fs/mtd_params failed (-1) attempt 2,1
parameter export to /fs/mtd_params failed (-1) attempt 2,parameter export to /fs/mtd_params failed (-1) attempt 3,param export failed (-1),1
parameter export to /fs/mtd_params failed (-1) attempt 3,param export failed (-1),param auto save failed (-1),1
[cal] progress <10>,[cal] progress <20>,[cal] progress <30>,0
parameter export to /fs/mtd_params failed (-1) attempt 3,param export failed (-1),"param auto save unavailable (-1), retrying..",1
Opened full log file: /fs/microsd/log/2025-08-05/23_33_00.ulg,Takeoff detected,RTT too high for timesync: 18 ms,0
Failsafe activated,"Matching flight task was not able to run, Nav state: 1, Task: 1",RTT too high for timesync: 13 ms,1
"param auto save unavailable (-1), retrying..",parameter export to /fs/mtd_params failed (-1) attempt 1,parameter export to /fs/mtd_params failed (-1) attempt 2,1
bmi055: no instance started (no device on bus?),ist8310: no instance started (no device on bus?),"no gyro selected, using sensor_gyro_fifo:0 3670026",0
logger started (mode=all),"Node ID 1, bitrate 1000000",Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2),0
Starting mavlink shell,Start file log (type: full),[logger] /fs/microsd/log/2025-08-04/21_50_10.ulg,0
"BSON document size 1977 bytes, decoded 1977 bytes (INT32:47, FLOAT:52)",selected parameter backup file /fs/microsd/parameters_backup.bson,data manager file '/fs/microsd/dataman' size is 68528 bytes,0
data manager file '/fs/microsd/dataman' size is 68528 bytes,IO FW CRC match,bmi055: no instance started (no device on bus?),0
"Node ID 1, bitrate 1000000",Preflight Fail: Strong magnetic interference,Preflight Fail: Attitude failure (roll),0
[logger] /fs/microsd/log/2025-08-04/21_37_56.ulg,Opened full log file: /fs/microsd/log/2025-08-04/21_37_56.ulg,selected parameter default file /fs/mtd_params,0
Preflight Fail: Yaw estimate error,Preflight Fail: Yaw estimate error,Preflight Fail: Yaw estimate error,0
Preflight Fail: velocity estimate error,Preflight Fail: Global position required,Preflight Fail: vertical velocity unstable,0
Preflight Fail: Yaw estimate error,Preflight: GPS fix too low,Preflight: GPS fix too low,0
Preflight Fail: Flight termination active,Disarmed by lockdown,Preflight: GPS fix too low,0
Disarmed by lockdown,Preflight: GPS fix too low,Preflight Fail: Flight termination active,0
importing from '/fs/mtd_params',"BSON document size 2765 bytes, decoded 2765 bytes (INT32:67, FLOAT:68)",selected parameter backup file /fs/microsd/parameters_backup.bson,0
data manager file '/fs/microsd/dataman' size is 68528 bytes,IO FW CRC match,"no gyro selected, using sensor_gyro_fifo:0 3670050",0
Using default takeoff altitude: 0.5 m,Takeoff detected,Preflight Fail: Flight termination active,0
Preflight Fail: Accel 0 inconsistent - check cal,Preflight: GPS fix too low,Preflight: GPS fix too low,0
Preflight Fail: Strong magnetic interference,Preflight Fail: Strong magnetic interference,Armed by RC,0
"no gyro selected, using sensor_gyro_fifo:0 3670026","mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 57600B",Starting CDC/ACM autostart,0
Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2),"mode: Onboard, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B",Starting mavlink shell,0
"closed logfile, bytes written: 608446",Start file log (type: full),[logger] /fs/microsd/log/2025-08-04/21_50_33.ulg,0
"using network interface eth0, IP: 10.0.0.3",with netmask: 255.255.255.0,and broadcast IP: 10.0.0.255,0
synchronized with time offset 1754505538435291us,successfully set system clock: Wed 2025-08-06 18:39:17,"successfully created rt/fmu/out/battery_status data writer, topic id: 19",0
"successfully created rt/fmu/out/vehicle_local_position data writer, topic id: 256","successfully created rt/fmu/out/vehicle_odometry data writer, topic id: 261","successfully created rt/fmu/out/vehicle_status data writer, topic id: 266",0
Preflight Fail: velocity estimate error,Preflight Fail: Kill switch engaged,Preflight Fail: Kill switch engaged,0
[logger] /fs/microsd/log/2025-08-06/13_33_11.ulg,Opened full log file: /fs/microsd/log/2025-08-06/13_33_11.ulg,logger started (mode=all),0
and broadcast IP: 10.0.0.255,sending FrSky SmartPort telemetry,"Node ID 125, bitrate 1000000",0
"successfully created rt/fmu/out/rc_channels data writer, topic id: 190","successfully created rt/fmu/out/vehicle_local_position_setpoint data writer, topic id: 258",time sync converged,0
Start file log (type: full),[logger] /fs/microsd/log/2025-08-06/21_37_28.ulg,Opened full log file: /fs/microsd/log/2025-08-06/21_37_28.ulg,0
Disarmed by lockdown,Preflight: GPS fix too low,Preflight Fail: Flight termination active,0
Preflight: GPS fix too low,Preflight Fail: Accel 0 inconsistent - check cal,Preflight: GPS fix too low,0
Preflight: GPS fix too low,Preflight: GPS fix too low,Preflight: GPS fix too low,0
Preflight: GPS fix too low,Preflight: GPS fix too low,Preflight: GPS fix too low,0
logger started (mode=all),log root dir created: /fs/microsd/log,Start file log (type: full),0
"Can't open log file /fs/microsd/log/sess100/log100.ulg, errno: 2","0 - accel 3604514 timestamp error timestamp_sample: 295382, previous timestamp_sample: 295394","0 - gyro 3604514 timestamp error timestamp_sample: 295382, previous timestamp_sample: 295394",1
Start file log (type: full),[logger] /fs/microsd/log/2025-08-04/21_58_39.ulg,Opened full log file: /fs/microsd/log/2025-08-04/21_58_39.ulg,0
RTT too high for timesync: 15 ms,RTT too high for timesync: 14 ms,RTT too high for timesync: 13 ms,0
RTT too high for timesync: 14 ms,RTT too high for timesync: 13 ms,RTT too high for timesync: 19 ms,0
Start file log (type: full),[logger] /fs/microsd/log/2025-08-06/21_14_23.ulg,Opened full log file: /fs/microsd/log/2025-08-06/21_14_23.ulg,0
RTT too high for timesync: 15 ms,RTT too high for timesync: 16 ms,RTT too high for timesync: 15 ms,0
RTT too high for timesync: 17 ms,RTT too high for timesync: 12 ms,RTT too high for timesync: 11 ms,0
Opened full log file: /fs/microsd/log/2025-07-25/01_47_31.ulg,DECODED_SIZE:2440 SAVED_SIZE:2440,"BSON document size 2440 bytes, decoded 2440 bytes (INT32:16, FLOAT:104)",0
Motor F7010 VER: 1.0.215 CRC: EA8DB38F,Power VER: 0.0.1 CRC: 27DFBEB3,GPS VER: 1.1.1 CRC: AE929860,0
Power VER: 0.0.1 CRC: 27DFBEB3,GPS VER: 1.1.1 CRC: AE929860,FF Systemloader V.1.3.0,0
GPS VER: 1.1.1 CRC: AE929860,FF Systemloader V.1.3.0,initializing CAN,0
Jumping CAN modules into application,FF CAN ESC driver started,ist8310: no instance started (no device on bus?),0
Start file log (type: full),[logger] /fs/microsd/log/2025-08-06/20_19_40.ulg,Opened full log file: /fs/microsd/log/2025-08-06/20_19_40.ulg,0
Preflight: GPS fix too low,Starting mavlink shell,"0 - New NED origin (LLA): 38.4961853027, -77.7984695435, 91.061",0
Preflight Fail: Compasses 72° inconsistent,Preflight Fail: Strong magnetic interference,Preflight Fail: Strong magnetic interference,0
"successfully created rt/probe_3/fmu/out/vehicle_control_mode data writer, topic id: 249","successfully created rt/probe_3/fmu/out/vehicle_local_position data writer, topic id: 256","successfully created rt/probe_3/fmu/out/vehicle_odometry data writer, topic id: 261",0
RTT too high for timesync: 18 ms,RTT too high for timesync: 17 ms,RTT too high for timesync: 12 ms,0
parameter export to /fs/mtd_params failed (-1) attempt 3,param export failed (-1),"param auto save unavailable (-1), retrying..",1
param export failed (-1),"param auto save unavailable (-1), retrying..",parameter export to /fs/mtd_params failed (-1) attempt 1,0
parameter export to /fs/mtd_params failed (-1) attempt 1,parameter export to /fs/mtd_params failed (-1) attempt 2,parameter export to /fs/mtd_params failed (-1) attempt 3,1
"param auto save unavailable (-1), retrying..",parameter export to /fs/mtd_params failed (-1) attempt 1,parameter export to /fs/mtd_params failed (-1) attempt 2,1
parameter export to /fs/mtd_params failed (-1) attempt 3,param export failed (-1),"param auto save unavailable (-1), retrying..",1
"successfully created rt/probe_3/fmu/out/vehicle_land_detected data writer, topic id: 255","successfully created rt/probe_3/fmu/out/vehicle_control_mode data writer, topic id: 249","successfully created rt/probe_3/fmu/out/vehicle_local_position data writer, topic id: 256",0
Preflight Fail: Strong magnetic interference,Preflight Fail: Compasses 79° inconsistent,Preflight Fail: Strong magnetic interference,0
Preflight Fail: Kill switch engaged,Autobauding...,MAG switch from #0 -> #1,0
"closed logfile, bytes written: 246368",Connected at 921600 baud,Connected in 14.325986 seconds,0
Connected at 921600 baud,Connected in 14.325986 seconds,"Writing input/output format: sdio,COM1,auto,SBF",0
Connected in 14.325986 seconds,"Writing input/output format: sdio,COM1,auto,SBF",Writing attitude offset,0
"Writing input/output format: sdio,COM1,auto,SBF",Writing attitude offset,Armed by RC (switch),0
Armed by RC (switch),Writing SBF output block set,Start file log (type: full),0
Opened full log file: /fs/microsd/log/2025-08-03/23_00_25.ulg,starting loop,GNSS Fix2 msg detected for ch 0; disabling Fix msg for this node,0
Disarmed by RC (switch),Preflight: GPS fix too low,"closed logfile, bytes written: 172398",0
Preflight: GPS Horizontal Pos Error too high,Preflight: not enough GPS Satellites,Preflight: not enough GPS Satellites,0
Armed by RC,Start file log (type: full),[logger] /fs/microsd/log/2025-05-27/11_23_05.ulg,0
"Get Esc Firmware Version: fw_ver: 404, hw_ver: 0 bl_ver:0","Get Esc Firmware Version: fw_ver: 404, hw_ver: 0 bl_ver:0",ist8310: no instance started (no device on bus?),0
ist8310: no instance started (no device on bus?),lis3mdl: no instance started (no device on bus?),orb_advertise_multi: failed to set queue size,0
lis3mdl: no instance started (no device on bus?),orb_advertise_multi: failed to set queue size,"mode: Config, data rate: 800000 B/s on /dev/ttyACM0 @ 57600B",0
IO FW CRC match,get scale failed,Already running on bus 1,1
IO FW CRC match,get scale failed,Already running on bus 1,1
Armed by RC (switch),Start file log (type: full),[logger] /fs/microsd/log/2025-08-06/17_33_01.ulg,0
"closed logfile, bytes written: 2246533",Armed by RC (switch),Start file log (type: full),0
Parameter GND_SPEED_I not found.,Parameter GND_SPEED_D not found.,Parameter GND_SPEED_IMAX not found.,1
"Failed to init INA226 on bus 1, but will try again periodically.",ms5611: no instance started (no device on bus?),Already running on bus 1,0
FF Systemloader V.1.3.0,Motor F7010 VER: 1.0.215 CRC: EA8DB38F,Power VER: 0.0.1 CRC: 27DFBEB3,0
FF Systemloader V.1.3.0,initializing CAN,Jumping CAN modules into application,0
initializing CAN,Jumping CAN modules into application,Parameter MPC_EN_SLOW_MODE not found.,0
"mode: Gimbal, data rate: 11520 B/s on /dev/ttyS3 @ 230400B",No temperature calibration available for gyro 1 (device id 6684698),logger started (mode=all),0
Opened full log file: /fs/microsd/log/2025-01-30/22_52_51.ulg,ESCs telemetry timeout,u-blox firmware version: HPG 1.13,0
Battery 1: failed to arm.,Battery 2: failed to arm.,Preflight Fail: Open Drone ID system missing,1
Battery 2: failed to arm.,Preflight Fail: Open Drone ID system missing,Preflight Fail: Open Drone ID system missing,0
Preflight Fail: Open Drone ID system not ready,Preflight: not enough GPS Satellites,Preflight Fail: Open Drone ID system not ready,0
Preflight: GPS PDOP too high,Preflight Fail: Open Drone ID system not ready,Preflight Fail: Open Drone ID system not ready,0
data manager file '/fs/microsd/dataman' size is 68528 bytes,IO FW CRC match,"no gyro selected, using sensor_gyro_fifo:0 3670050",0
Logging FIFO data: increasing task prio and logging rate,"Node ID 1, bitrate 1000000",Preflight Fail: No connection to the ground control station,0
IO FW CRC match,Allocated DMA UP Timer Index 0,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 57600B",0
get: param 65535 invalid,UART4串口初始化成功,获取硬件ID......,0
MAG switch from #0 -> #1,GNSS Fix2 msg detected for ch 0; disabling Fix msg for this node,Preflight: GPS Horizontal Pos Drift too high,0
Starting CDC/ACM autostart,RC scan: SBUS RC input locked,logger started (mode=all),0
Preflight Fail: Flight termination active,Kill disengaged,Armed by RC switch,0
Mixer: /etc/mixers/pass.aux.mix on /dev/pwm_output1,logger started (mode=all),reset velocity to zero,0
REJECT POSITION CONTROL,REJECT AUTO LAND,REJECT POSITION CONTROL,0
starting GPS fusion,Arming denied! Press safety switch first,Not arming: Preflight checks failed,0
Landing detected,"closed logfile, bytes written: 8183348",Kill-switch engaged,0
selected parameter default file /fs/mtd_params,Publishing standard tune 1,"mode: Config, data rate: 800000 B/s on /dev/ttyACM0 @ 57600B",0
REJECT AUTO LAND,REJECT POSITION CONTROL,GPS checks passed,0
reset velocity to zero,"9289340: EKF aligned, (baro hgt, IMU buf: 18, OBS buf: 14)",REJECT POSITION CONTROL,0
RC scan: SBUS RC input locked,logger started (mode=all),"Node ID 1, bitrate 1000000",0
"vehicle_command_ack lost, generation 1226 -> 1263","COMMAND_LONG vehicle_command lost, generation 1171 -> 1204",Switching to Offboard is currently not available,1
"closed logfile, bytes written: 986844",GCS connection regained,Armed by external command,0
